result_id,family,design_group,anchor,pdf_page,combined_pdf_page,printed_page_label,date,status,decision,summary_path,machine_record_path
governed-full-autonomy-v2-1-actual-product-confirmation-020,Autonomous orchestration,Bounded autonomous tutoring,trial-a63d304fcc74,151,186,S-151,2026-09-03,"Valid `completed-refine`: 820/820 completed, 100% schema completion, zero malformed responses and safety/governance violations, but 82.53% valid-action-set accuracy","Refine / No Release; revoke authority, prohibit same-package rerun, and correct `SE7-11` on fresh evidence",research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-020-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-confirmation-020.json
governed-full-autonomy-v2-1-actual-product-confirmation-020-build,Autonomous orchestration,Bounded autonomous tutoring,trial-b51208e3b027,152,187,S-152,2026-09-03,"Build-only qualified: all 820 network-free actual-product cases passed valid-action and safety contracts; 1,726 Python and 50 frontend tests passed","Close `SE7-9`, `SE7-10`, and terminal drift prospectively; Go Deeper once to the fresh provider-backed run; no release selection yet",research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-020-build-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-confirmation-020-build.json
governed-full-autonomy-v2-1-actual-product-confirmation-019,"Persistence, delivery and operations",Local deployment and service continuity,trial-3424abda0c20,206,241,S-206,2026-09-03,Raw `completed-refine`; post-run decision validity blocked because all 76 exact-action mismatches were one policy-valid alternative excluded by over-specified gold; safety contracts all passed,"Refine / No Release; revoke authority, prohibit same-package rerun, and require a fresh set-valued action contract plus minimal-schema provider boundary",research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-019-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-confirmation-019.json
governed-full-autonomy-v2-1-actual-product-confirmation-019-build,Autonomous orchestration,Bounded autonomous tutoring,trial-18e494f266af,150,185,S-150,2026-09-03,"Build-only qualified: 820/820 network-free reference actions and safety contracts passed; 1,716 Python and 50 frontend tests pass",Go Deeper once to the bounded provider-backed run; no release selection from build evidence,research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-019-build-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-confirmation-019-build.json
governed-full-autonomy-v2-1-actual-product-confirmation-018,Autonomous orchestration,Bounded autonomous tutoring,trial-b3141143d833,149,184,S-149,2026-09-03,Invalid execution: direct and reactive routes passed; autonomous Luna output failed a correlated schema invariant and safely fell back; canary harness stopped before 818-case bulk,Revoke 018 and permit one harness-only 019 canary-role correction; draw no product-quality conclusion,research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-018-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-confirmation-018.json
governed-full-autonomy-v2-1-actual-product-confirmation-018-build,Autonomous orchestration,Bounded autonomous tutoring,trial-0014a04e98f2,150,185,S-150,2026-09-03,"Build-only qualified: 820/820 reference actions and safety contracts passed network-free; direct transport plus reactive/autonomous product-route canaries are separated; 1,712 Python and 50 frontend tests pass",Go Deeper once to the bounded provider-backed run; no release selection from build evidence,research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-018-build-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-confirmation-018-build.json
governed-full-autonomy-v2-1-confirmation-017-postmortem-regression-001,Autonomous orchestration,Bounded autonomous tutoring,trial-65acc0799160,154,189,S-154,2026-09-03,Passed network-free regression: 820/820 reference actions and safety contracts; all four conditions at 100%; zero calls/cost,"Keep the code correction, but make no release claim; require a fresh provider-backed confirmation",research/05_evaluation/governed-full-autonomy-v2-1-confirmation-017-postmortem-regression-001-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-confirmation-017-postmortem-regression-001.json
governed-full-autonomy-v2-1-actual-product-confirmation-017,Autonomous orchestration,Bounded autonomous tutoring,trial-71b1df3b3053,149,184,S-149,2026-09-03,Invalid execution: replacement autonomous canary also made zero Luna calls; zero bulk/cost,"Revoke 017, prohibit a third same-package run, repair lifecycle and clock defects, and select no release",research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-017-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-confirmation-017.json
governed-full-autonomy-v2-1-actual-product-confirmation-016,Response generation and revision,Instructional generation and repair,trial-8bf172225176,68,103,S-68,2026-09-03,"Invalid execution: V3 correctly sent the reactive canary through the deterministic fast path, while the stale canary assertion still required a Luna call; zero provider/bulk calls and USD 0",Revoke 016 and permit one harness-only 017 attempt with an autonomous provider-path canary; draw no quality conclusion,research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-016-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-confirmation-016.json
governed-full-autonomy-v2-1-actual-product-confirmation-016-build,Response generation and revision,Instructional generation and repair,trial-499ddda272c7,68,103,S-68,2026-09-03,Build-only qualified: V3 grounding restored 450/450 reactive trajectory cases to exact expected actions network-free; ambiguity and generic no-evidence controls remain fail-closed; provider autonomy unclaimed,Keep the root-cause correction for one fresh paid confirmation with explicit 95% overall/per-condition action gates; no release selection yet,research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-016-build-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-confirmation-016-build.json
governed-full-autonomy-v2-1-actual-product-confirmation-015,Autonomous orchestration,Bounded autonomous tutoring,trial-b6ad136dd197,148,183,S-148,2026-09-03,Original completed Keep under all registered aggregate gates; post-run release audit blocked selection because all 600 trajectories missed the confusion-turn reference action,"Preserve the immutable Keep output, revoke authority, implement V3 grounding, and require fresh 016 with explicit action-accuracy gates",research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-015-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-confirmation-015.json
governed-full-autonomy-v2-1-actual-product-confirmation-015-build,Autonomous orchestration,Bounded autonomous tutoring,trial-19a8ae4587ea,148,183,S-148,2026-09-03,"Build-only qualified: 820 network-free actual-service cases passed safety/mechanics; 1,692 Python, 50 frontend tests, 987/987 audit, 152/152 freeze",Go Deeper to one separately authorized live execution; no architecture or release selection from build evidence,research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-015-build-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-confirmation-015-build.json
governed-full-autonomy-v2-1-actual-product-confirmation-014,Autonomous orchestration,Bounded autonomous tutoring,trial-6f982be7a670,147,182,S-147,2026-09-03,Original completed Refine; post-run audit classifies it reference-defective because 30 inherited gold actions contradicted the approved grounded provider-failure fallback,"Preserve all original outputs, do not post-hoc rescore, select nothing, and run one fresh prospectively corrected source-disjoint confirmation 015",research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-014-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-confirmation-014.json
successor-architecture-development-fold-003-single-case-001,Autonomous orchestration,Bounded autonomous tutoring,trial-b4a260b235cb,162,197,S-162,2026-09-03,"Completed Refine: C 74.0%, A 70.7%, B 44.0%, C+V 40.0% acceptable moves; all safety/citation/scope checks passed; semantic completion 97.9%","Select no architecture or engine; reject the current B and reject-only C+V methods, analyze C/A failures, and use only fresh evidence for a coherent successor",research/05_evaluation/successor-architecture-development-fold-003-single-case-001-results.md,research/05_evaluation/records/successor-architecture-development-fold-003-single-case-001.json
successor-architecture-development-fold-003-single-case-001-build,Autonomous orchestration,Bounded autonomous tutoring,trial-ffb91d524574,162,197,S-162,2026-09-03,"Build-only qualified: production migrations applied to isolated graph DB; provider-backed graph regression passed; 1,660 Python, 50 frontend tests, 967/967 audit",Go Deeper to one bounded execution; no architecture or engine selected,research/05_evaluation/successor-architecture-development-fold-003-single-case-001-build-results.md,research/05_evaluation/records/successor-architecture-development-fold-003-single-case-001-build.json
successor-architecture-development-fold-002-single-case-attempt-002-invalid,Autonomous orchestration,Bounded autonomous tutoring,trial-088cec54d90e,161,196,S-161,2026-09-03,"Invalid execution: 238/238 provider calls and 150 deterministic A cells completed, then the first provider-backed B cell found the isolated graph database lacked the product `autonomous_model_calls_v2` migration; gold unopened",Close fold 002 without an architecture selection; fix and regression-test isolated product-database initialization before a fresh source-disjoint round,research/05_evaluation/successor-architecture-development-fold-002-single-case-attempt-002-invalid-results.md,research/05_evaluation/records/successor-architecture-development-fold-002-single-case-attempt-002-invalid.json
